trip_id,date,route_id,driver_id,bus_id,passengers,delay_min,revenue_usd
559,03-19-2023,1,90,13,19,5.0,1061.28
560,18/05/2024,22,69,7,83,120.0,213.11
561,19/07/2022,7,145,36,29,5.0,1855.86
562,08-16-2022,22,170,95,11,-5.0,749.69
563,2022-02-14,10,83,38,58,10.0,1145.95
564,2022-07-23,17,47,10,51,,20.93
565,11/03/2023,12,104,69,72,120.0,1620.16
566,02-01-2024,11,79,50,31,0.0,1704.54
567,22/09/2024,20,135,9,60,,835.72
568,29/05/2022,4,18,91,70,15.0,898.14
569,23/11/2022,1,75,91,64,10.0,131.1
570,02-06-2023,17,27,89,19,20.0,1110.91
571,03/04/2022,11,2,7,6,10.0,1174.83
572,11-16-2024,23,100,60,23,20.0,
573,2023-11-05,6,18,48,88,-5.0,
574,2023-12-21,22,79,4,52,,1473.49
575,2023-04-25,2,104,61,71,5.0,1468.57
576,07-27-2023,12,42,9,50,-5.0,56.96
577,06-05-2022,2,115,62,10,,1812.53
578,2022-04-19,15,66,24,86,,
579,12/02/2023,22,20,41,48,20.0,
580,2022-02-12,22,96,5,46,10.0,1764.01
581,02-21-2024,11,107,9,66,120.0,
582,04/02/2022,25,185,93,30,5.0,1747.71
583,02-23-2024,13,25,5,38,5.0,
584,2024-11-14,12,143,75,20,999.0,470.26
585,12-17-2024,16,149,44,39,15.0,
586,28/10/2024,15,166,21,47,20.0,1070.88
587,08-19-2024,24,116,65,49,10.0,401.55
588,2022-05-01,7,111,34,25,0.0,490.83
589,12-07-2024,15,144,56,21,5.0,
590,2024-07-29,25,166,67,66,,198.53
591,2024-12-17,20,5,93,40,20.0,94.43
592,2022-12-26,5,157,67,13,,255.6
593,05-14-2022,14,103,41,70,0.0,958.0
594,2023-09-10,9,30,4,87,10.0,1455.61
595,13/07/2023,22,53,17,22,-5.0,1776.56
596,2022-10-09,2,147,37,30,20.0,381.85
597,2024-04-21,17,31,33,9,5.0,1234.97
598,01-01-2025,24,10,18,47,,1269.66
599,2024-12-11,23,41,99,6,,877.34
600,2022-09-01,15,52,69,53,,670.68
601,2024-11-30,5,173,78,78,120.0,103.53
602,2022-01-02,13,177,5,70,10.0,280.5
603,03-28-2023,16,198,19,90,-5.0,704.79
604,03-13-2023,1,92,18,11,15.0,20.94
605,31/01/2022,19,96,62,57,0.0,170.25
606,11/01/2024,2,8,70,44,-5.0,1465.15
607,17/08/2024,18,31,54,9,120.0,
608,06/10/2022,10,138,58,75,15.0,1592.86
609,2022-11-07,21,165,99,80,120.0,
610,2023-02-01,24,1,26,25,0.0,1476.71
611,11-18-2024,11,80,53,50,-5.0,1037.46
612,05-19-2024,18,45,60,57,5.0,
613,11/03/2022,23,17,74,26,,44.9
614,2024-08-11,9,69,90,57,999.0,497.93
615,2024-10-02,8,126,29,38,-5.0,1652.5
616,10-07-2024,12,62,84,30,-5.0,1683.18
617,04-08-2022,20,103,39,55,5.0,784.83
618,19/05/2024,24,7,8,73,,1575.25
619,21/03/2024,13,123,16,66,5.0,598.02
620,30/04/2023,7,77,39,30,15.0,936.66
621,14/09/2024,20,126,59,69,120.0,968.71
622,2024-04-30,7,88,79,5,-5.0,1868.17
623,2024-03-20,20,137,51,73,120.0,1654.13
624,03-15-2022,17,103,15,41,5.0,1033.2
625,10-27-2022,5,162,38,69,15.0,1517.14
626,2022-08-05,2,114,73,69,,590.34
627,08/11/2024,21,9,62,52,5.0,1013.48
628,05-31-2023,15,139,72,23,0.0,
629,01-29-2022,7,100,47,36,,
630,11-29-2022,14,50,19,51,5.0,
631,2022-04-02,20,164,5,15,999.0,1438.39
632,12-10-2022,17,47,60,39,,47.69
633,2024-11-27,13,145,38,51,10.0,1218.98
634,25/05/2022,8,134,19,74,-5.0,1142.9
635,05/12/2024,19,174,38,83,15.0,531.99
636,12/11/2022,25,132,7,39,999.0,632.52
637,07-23-2023,25,165,61,85,10.0,1146.54
638,2023-08-12,24,50,88,63,999.0,286.35
639,29/10/2023,9,84,73,54,0.0,1878.62
640,04-17-2024,2,134,69,22,120.0,1696.62
641,2022-10-05,21,32,55,48,5.0,767.57
642,2023-10-22,1,143,71,7,5.0,689.12
643,2023-12-08,12,159,4,73,0.0,1773.84
644,28/05/2024,1,21,63,51,20.0,
645,06/01/2024,25,26,78,54,5.0,1450.51
646,14/01/2023,13,82,47,42,10.0,
647,2024-11-13,20,150,41,71,,622.15
648,2024-05-04,14,106,50,83,0.0,1021.47
649,28/03/2022,6,5,99,79,10.0,1154.92
650,11-19-2022,7,59,42,64,999.0,1136.84
651,2023-11-26,11,118,16,56,999.0,1490.92
652,2023-04-26,10,84,34,49,5.0,
653,12/03/2022,24,47,100,32,5.0,467.36
654,28/08/2024,25,176,83,27,5.0,973.49
655,2023-06-18,24,129,60,88,999.0,504.52
656,06-30-2023,18,127,42,12,999.0,1652.59
657,05-04-2022,19,22,44,76,5.0,1993.93
658,2023-12-21,17,76,6,39,15.0,1901.37
659,10-03-2022,1,20,39,76,999.0,483.17
660,12/06/2023,23,71,28,15,,920.63
661,08-19-2023,9,184,36,11,15.0,1721.79
662,2024-06-16,6,136,69,69,999.0,1651.1
663,2024-10-22,18,154,23,71,15.0,
664,19/07/2024,20,22,1,22,0.0,924.11
665,09-25-2023,10,120,98,16,5.0,155.11
666,25/07/2023,5,55,66,90,0.0,358.93
667,2024-12-12,13,18,57,71,10.0,638.35
668,19/04/2022,19,17,47,75,10.0,1836.96
669,04-30-2024,13,52,29,52,5.0,434.09
670,04-10-2024,9,170,99,82,5.0,655.47
671,2023-06-08,16,2,6,13,20.0,1866.48
672,2023-02-28,7,181,70,79,5.0,1597.51
673,06-26-2022,14,76,81,35,20.0,951.8
674,2024-06-15,9,21,96,68,5.0,1141.39
675,2023-05-19,23,111,44,57,10.0,866.51
676,03-11-2022,24,174,38,90,20.0,1062.21
677,28/09/2022,3,163,37,6,120.0,103.99
678,08-30-2024,19,1,92,89,,306.35
679,08-30-2022,14,92,25,70,-5.0,923.59
680,08-31-2024,25,66,37,88,10.0,1768.99
681,02-23-2023,1,73,57,65,20.0,1488.57
682,05/09/2022,11,188,89,90,20.0,1841.21
683,09/05/2022,10,106,5,72,10.0,1816.8
684,2024-12-24,22,53,33,10,120.0,
685,12/05/2024,24,33,2,27,999.0,111.32
686,07/09/2024,23,68,3,12,5.0,84.15
687,20/02/2023,25,16,82,58,15.0,1574.58
688,2023-03-07,5,62,53,41,0.0,656.18
689,06-04-2022,8,199,31,11,999.0,1048.1
690,2023-06-03,1,174,46,43,999.0,1690.08
691,2023-12-14,3,44,5,55,120.0,200.14
692,03-25-2023,7,18,57,18,-5.0,1474.91
693,12-14-2022,25,167,60,62,5.0,194.33
694,2022-02-22,22,69,42,7,-5.0,650.97
695,25/10/2022,12,45,28,73,20.0,1969.04
696,07-15-2022,4,161,88,47,5.0,1823.13
697,02-19-2024,7,131,50,72,10.0,561.54
698,11-14-2023,6,163,20,73,0.0,1446.49
699,02/01/2023,9,38,75,38,20.0,1757.26
700,31/05/2024,22,81,91,87,0.0,824.26
701,02/11/2022,20,2,18,78,0.0,189.55
702,31/10/2024,4,109,99,18,,444.25
703,2024-07-20,1,174,99,7,20.0,1955.95
704,08/07/2023,13,24,88,26,0.0,1366.17
705,29/10/2024,20,44,22,44,5.0,481.22
706,2024-03-29,12,167,31,10,999.0,575.54
707,08-15-2024,3,200,7,41,,654.6
708,20/03/2024,24,193,8,74,-5.0,943.82
709,2022-01-26,13,177,50,64,0.0,551.26
710,14/03/2024,15,148,35,30,10.0,1544.21
711,06-01-2023,3,37,43,41,0.0,1952.99
712,05-18-2024,16,86,88,82,,701.58
713,18/05/2022,20,150,10,27,,1277.91
714,04-23-2024,11,170,61,17,999.0,470.51
715,2024-06-27,15,145,17,27,15.0,872.65
716,03-05-2024,22,7,96,48,120.0,401.77
717,2022-07-31,21,186,38,5,0.0,1684.84
718,2024-06-04,11,175,74,41,20.0,522.22
719,17/08/2024,12,106,11,36,0.0,286.1
720,28/06/2023,12,6,38,42,15.0,1221.01
721,08/06/2022,9,128,15,38,,329.43
722,2022-09-29,9,133,96,85,-5.0,851.46
723,09-29-2024,19,155,43,18,120.0,1492.69
724,2022-04-19,6,30,67,60,-5.0,
725,2022-07-13,9,190,77,30,20.0,1100.12
726,2024-07-22,15,122,67,68,999.0,841.91
727,2023-04-26,12,166,34,30,999.0,
728,08-13-2024,23,32,43,71,999.0,951.1
729,2023-06-17,8,24,11,59,,201.03
730,16/01/2023,7,5,1,90,999.0,
731,2023-06-10,21,189,37,11,120.0,140.1
732,07-11-2023,2,162,75,70,5.0,717.02
733,20/02/2024,15,121,19,88,999.0,1072.35
734,18/04/2022,20,64,11,80,20.0,512.8
735,05-13-2024,2,64,34,83,-5.0,1626.19
736,11/11/2024,21,138,87,16,0.0,45.4
737,23/03/2023,15,43,59,37,20.0,1537.6
738,23/11/2023,6,100,57,11,,66.22
739,2024-03-14,21,49,45,25,10.0,231.58
740,05-23-2022,2,168,28,20,0.0,299.49
741,24/03/2024,13,48,69,89,120.0,1781.17
742,2024-04-17,22,8,36,69,0.0,1102.71
743,01-02-2024,25,87,55,56,20.0,533.78
744,06-21-2024,1,88,48,73,0.0,1603.72
745,16/06/2024,20,185,63,32,999.0,1357.16
746,2024-07-04,6,147,67,70,-5.0,895.43
747,2023-03-15,8,188,94,80,999.0,194.71
748,2023-09-20,10,180,68,86,5.0,348.99
749,08/10/2022,1,144,79,17,-5.0,383.56
750,03-24-2024,1,59,23,7,-5.0,1042.98
751,2022-12-05,20,13,23,90,20.0,1569.87
752,04-22-2024,12,71,28,37,20.0,867.23
753,01/06/2024,17,37,28,23,10.0,1113.2
754,02-11-2023,19,122,45,51,120.0,736.16
755,2022-12-04,20,106,70,33,120.0,319.53
756,2023-06-02,20,104,16,41,15.0,1500.87
757,18/07/2023,2,47,42,21,10.0,648.16
758,21/12/2022,22,89,10,55,20.0,1206.6
759,08-28-2023,17,96,76,51,-5.0,
760,26/10/2023,22,168,70,69,999.0,1817.82
761,11-09-2022,20,193,17,86,-5.0,970.28
762,27/12/2022,6,110,78,72,20.0,1904.93
763,11/01/2023,6,110,31,77,20.0,
764,2023-01-01,3,93,99,62,20.0,
765,29/04/2024,18,139,68,60,0.0,576.9
766,05-03-2023,1,154,52,68,999.0,1598.2
767,2024-01-04,21,142,90,31,5.0,762.11
768,2024-09-16,10,26,9,44,20.0,231.03
769,2022-01-14,21,99,27,57,,193.97
770,15/12/2024,8,19,10,24,10.0,
771,07/11/2023,10,130,8,20,-5.0,890.54
772,25/09/2024,2,1,48,45,5.0,1402.28
773,05-31-2023,8,60,48,15,10.0,997.65
774,14/01/2023,10,93,55,72,,1576.47
775,2023-10-03,19,138,18,26,999.0,835.54
776,13/03/2024,5,118,22,60,5.0,1170.21
777,2022-06-08,22,37,29,60,-5.0,1224.13
778,08-06-2024,14,99,88,69,-5.0,841.95
779,07-09-2022,3,55,68,73,,1268.63
780,2023-05-04,19,72,11,28,999.0,697.51
781,2022-07-23,8,155,28,23,0.0,
782,09/01/2022,23,3,34,86,120.0,1959.98
783,10/05/2023,20,96,64,19,5.0,1826.7
784,2023-01-02,4,101,79,18,5.0,730.05
785,18/07/2024,6,160,20,82,0.0,1247.15
786,22/10/2023,13,158,91,14,20.0,1350.71
787,2023-07-26,10,122,44,73,15.0,128.64
788,22/04/2022,2,86,63,54,15.0,302.53
789,2024-01-02,5,26,71,43,,1893.32
790,2023-03-02,25,173,81,36,15.0,587.01
791,02/11/2024,24,132,62,87,120.0,1009.24
792,12-26-2022,11,107,26,19,20.0,225.15
793,04-02-2024,5,90,31,25,0.0,1198.66
794,2023-08-12,7,92,23,45,999.0,778.06
795,07-25-2024,25,27,68,64,5.0,322.32
796,24/09/2023,14,28,28,11,,1937.76
797,07-31-2022,11,187,73,53,-5.0,
798,12-23-2023,13,34,52,37,15.0,1444.43
799,11-19-2022,6,115,43,5,,286.16
800,2024-10-15,15,153,48,76,10.0,180.39
801,2024-11-27,17,70,49,29,120.0,1912.14
802,2023-02-10,8,129,89,18,5.0,1569.43
803,07/11/2024,18,197,32,52,-5.0,1486.15
804,12-10-2024,2,182,12,45,120.0,1854.88
805,2022-10-13,10,159,18,30,120.0,1060.13
806,2022-03-02,13,3,50,36,-5.0,838.38
807,2022-10-16,20,54,45,75,0.0,
808,2024-05-05,17,153,21,59,0.0,1075.04
809,17/01/2024,19,186,71,57,0.0,1446.35
810,06-12-2023,6,173,73,81,999.0,1870.18
811,03-22-2023,4,156,98,46,0.0,240.31
812,2022-02-07,22,181,42,19,-5.0,1039.38
813,27/11/2024,21,158,81,41,,541.76
814,2022-07-29,17,103,4,63,5.0,1573.41
815,2024-10-18,16,195,41,90,10.0,932.52
816,09-08-2024,4,3,44,8,0.0,1856.81
817,2024-04-06,6,149,59,78,,32.27
818,02-01-2022,17,177,71,61,0.0,1302.89
819,02-18-2024,9,31,37,32,-5.0,662.39
820,04-10-2022,22,26,30,78,20.0,317.45
821,30/08/2022,12,115,31,81,120.0,1383.68
822,2024-05-22,14,4,6,25,0.0,
823,12/05/2022,3,29,57,23,0.0,1920.23
824,09-10-2022,15,126,76,68,999.0,1576.24
825,2023-05-14,14,79,62,11,0.0,1735.69
826,2024-12-01,15,92,45,40,120.0,309.27
827,2022-09-06,18,117,88,44,-5.0,633.44
828,28/08/2023,8,121,43,47,20.0,1635.82
829,24/10/2022,25,16,76,28,,1325.82
830,2022-09-08,17,183,25,34,20.0,1971.49
831,2022-03-03,1,166,83,64,20.0,463.33
832,22/01/2022,6,188,15,12,-5.0,1833.18
833,08-07-2024,1,82,75,57,,780.93
834,2022-12-10,16,8,100,56,-5.0,1738.62
835,07-16-2024,19,19,49,87,-5.0,1907.48
836,12-23-2024,20,185,17,7,0.0,1868.82
837,01/12/2024,15,73,72,69,15.0,90.21
838,06-13-2022,9,136,12,17,,1399.28
839,2022-07-09,21,86,90,36,20.0,1547.94
840,24/05/2024,11,158,26,76,10.0,
841,2023-09-11,22,116,57,59,10.0,1679.35
842,2022-11-15,22,80,15,90,5.0,
843,05-16-2022,23,61,98,63,,309.81
844,03/03/2022,3,157,68,76,20.0,1373.52
845,28/11/2022,4,54,65,29,-5.0,
846,13/10/2022,8,26,18,83,0.0,684.91
847,2022-07-03,22,77,15,43,5.0,1713.31
848,2024-05-01,20,143,22,78,15.0,645.44
849,11-17-2024,25,12,89,36,10.0,571.08
850,18/01/2023,11,68,29,42,15.0,1976.14
851,2023-04-29,2,28,37,18,,1820.4
852,03-01-2022,6,127,23,49,-5.0,543.02
853,17/11/2024,2,108,40,33,20.0,1225.31
854,12-30-2022,18,52,2,32,,194.24
855,2024-11-11,17,167,27,39,20.0,
856,2022-07-19,25,50,14,72,-5.0,1800.66
857,2023-11-18,9,64,77,86,999.0,1475.02
858,2023-05-17,3,76,35,35,5.0,401.49
859,02/02/2024,11,169,7,27,15.0,938.44
860,07-08-2023,19,6,24,24,,1633.61
861,05-11-2024,14,150,31,14,5.0,
862,22/06/2022,19,21,38,31,20.0,
863,07/01/2024,13,152,29,88,-5.0,906.25
864,2022-05-02,10,28,33,30,0.0,182.81
865,28/04/2024,1,156,50,62,20.0,
866,09-29-2022,19,49,64,32,,1560.99
867,11-11-2024,8,11,67,56,,1124.37
868,2022-10-29,13,17,76,8,999.0,1545.29
869,2023-10-19,21,74,91,43,0.0,889.68
870,04/12/2022,10,122,5,49,0.0,1865.36
871,12/04/2022,15,143,3,81,20.0,1942.0
872,2024-06-12,7,98,40,50,-5.0,676.03
873,09-05-2023,4,15,51,51,10.0,1353.95
874,07-03-2023,16,146,10,17,999.0,935.97
875,11-16-2024,12,4,83,58,0.0,516.99
876,06-27-2024,12,134,68,87,15.0,
877,01-19-2022,25,16,33,88,5.0,
878,08-28-2022,11,75,28,86,20.0,1241.32
879,04-29-2024,12,2,31,68,5.0,693.92
880,09-14-2023,11,154,100,48,10.0,1977.41
881,2024-02-28,10,74,42,7,,1967.33
882,08-31-2023,12,80,53,72,120.0,1270.31
883,15/11/2023,17,170,61,34,20.0,1393.19
884,23/04/2022,9,156,88,39,0.0,370.68
885,2024-05-23,19,112,66,65,20.0,326.86
886,2023-02-28,22,92,83,20,0.0,613.59
887,2022-05-12,13,81,93,13,15.0,1018.74
888,06-09-2024,11,92,79,72,20.0,980.4
889,01/11/2023,22,164,6,51,120.0,1551.27
890,30/09/2024,10,149,93,56,10.0,1000.42
891,12-27-2024,17,125,91,25,5.0,129.9
892,2022-04-07,17,24,83,5,20.0,581.13
893,26/01/2023,8,6,14,28,15.0,1274.24
894,01-31-2023,3,160,48,68,120.0,28.48
895,22/01/2024,10,198,73,45,15.0,427.58
896,03-29-2024,20,78,99,53,5.0,991.3
897,05-19-2023,13,174,41,88,5.0,1113.8
898,10/05/2023,7,157,67,23,120.0,178.65
899,07-30-2022,8,76,24,86,120.0,273.65
900,2022-01-12,25,133,55,29,15.0,662.56
901,2022-09-22,7,119,59,73,15.0,859.18
902,01-11-2022,13,162,48,78,5.0,1358.3
903,28/05/2023,24,111,29,65,20.0,73.09
904,2023-09-18,1,115,41,36,20.0,691.48
905,11-29-2023,18,158,97,6,20.0,1512.36
906,2023-02-10,4,89,84,43,120.0,1452.63
907,15/06/2022,6,98,86,74,20.0,1794.01
908,21/09/2023,10,2,72,88,,901.21
909,17/11/2023,22,79,49,88,,1192.73
910,2024-05-18,11,102,81,12,-5.0,1808.41
911,2022-05-31,25,46,79,36,20.0,1649.35
912,2022-09-13,21,70,6,39,20.0,207.86
913,28/01/2024,18,145,32,63,0.0,1034.91
914,2022-12-12,15,116,69,69,120.0,1551.81
915,17/04/2023,20,93,26,56,5.0,1378.44
916,12/12/2022,11,80,25,53,-5.0,417.99
917,2024-08-27,24,12,21,30,20.0,1582.63
918,21/07/2024,14,52,71,52,-5.0,227.56
919,14/06/2022,11,195,5,17,0.0,1057.81
920,12-03-2024,11,45,10,60,20.0,1186.28
921,04-13-2024,10,53,37,12,999.0,325.83
922,11-28-2022,14,40,85,42,5.0,1060.13
923,2022-06-21,4,158,43,42,20.0,1708.59
924,14/11/2023,21,92,39,45,15.0,
925,14/07/2022,1,117,26,25,,
926,29/04/2023,5,162,31,75,5.0,
927,04-25-2024,9,68,15,52,10.0,1475.6
928,2024-06-14,20,190,85,68,120.0,858.96
929,13/08/2022,10,29,6,48,5.0,
930,03/03/2024,19,9,86,43,20.0,926.6
931,01-12-2022,22,97,31,41,5.0,423.12
932,01/08/2024,3,85,36,30,-5.0,
933,2024-06-22,5,63,43,43,10.0,423.44
934,29/09/2023,22,18,7,82,,1615.51
935,2023-07-08,7,109,72,56,5.0,404.94
936,31/01/2022,2,199,22,56,120.0,1880.88
937,03/08/2022,10,188,21,88,999.0,331.24
938,05-08-2023,6,105,52,7,15.0,673.06
939,16/04/2023,19,182,63,26,-5.0,993.66
940,02/01/2023,5,19,50,73,15.0,737.07
941,20/10/2022,14,127,47,70,0.0,1551.98
942,10-12-2024,6,150,46,79,120.0,1005.18
943,2023-07-21,17,194,72,89,0.0,108.69
944,2022-08-04,11,109,45,52,0.0,1941.93
945,28/08/2023,8,72,92,30,,1034.74
946,11-20-2024,7,154,18,48,15.0,752.36
947,05/08/2022,18,40,71,64,0.0,531.88
948,10/02/2022,13,61,71,33,-5.0,1036.4
949,07-24-2022,24,24,66,11,20.0,1602.23
950,09-27-2024,4,97,63,90,,549.75
951,2024-09-30,11,141,40,83,15.0,1898.78
952,2022-02-01,10,177,63,41,5.0,1850.42
953,2022-10-31,17,19,63,12,10.0,992.85
954,03-16-2023,5,123,80,53,0.0,824.6
955,08-10-2023,12,31,71,52,-5.0,1633.72
956,01/03/2022,2,44,30,89,,166.89
957,10-10-2024,25,76,46,50,999.0,158.59
958,10/05/2024,7,50,27,56,15.0,747.39
959,08/05/2022,25,134,89,45,120.0,1393.61
960,26/07/2022,12,147,1,66,-5.0,396.62
961,09/12/2023,16,102,20,33,,802.18
962,2022-04-21,5,174,19,84,20.0,1169.11
963,22/10/2022,17,44,89,13,5.0,566.43
964,25/08/2023,23,99,46,61,120.0,190.86
965,01-23-2022,4,61,54,73,5.0,1041.17
966,2024-06-27,25,150,85,32,10.0,449.27
967,2022-12-19,25,116,98,75,10.0,1447.14
968,2024-10-28,11,185,57,74,20.0,130.64
969,2024-11-16,1,94,3,7,10.0,1472.78
970,06-15-2022,18,62,5,49,-5.0,1360.82
971,04-15-2022,15,97,55,18,-5.0,565.24
972,12-11-2024,9,113,100,17,999.0,428.74
973,03-13-2022,13,150,32,38,20.0,
974,02-17-2024,7,65,71,80,10.0,810.39
975,2022-05-22,12,2,98,55,-5.0,774.23
976,2023-09-11,7,199,52,22,5.0,1870.87
977,09-07-2024,11,132,33,82,120.0,205.3
978,2023-07-23,4,99,25,40,5.0,1943.28
979,16/05/2023,14,99,52,35,,123.0
980,05-13-2024,1,125,71,79,120.0,939.97
981,05/02/2024,22,104,75,47,5.0,1317.71
982,2022-05-16,21,112,96,67,,49.05
983,24/11/2024,11,20,14,59,5.0,1895.94
984,2022-04-26,20,191,68,62,0.0,1163.3
985,2023-11-13,11,186,5,63,15.0,179.69
986,15/10/2023,25,6,41,79,,
987,21/12/2024,17,83,39,78,999.0,
988,2024-01-16,12,174,59,44,5.0,1003.63
989,01/02/2024,12,161,11,13,10.0,1319.58
990,20/07/2023,10,51,13,8,15.0,
991,10/12/2023,7,177,9,77,0.0,
992,12/03/2022,10,128,17,6,10.0,697.95
993,2023-11-15,8,79,22,48,-5.0,1758.86
994,12-24-2024,23,2,1,9,0.0,1929.17
995,2024-03-29,6,124,64,42,120.0,1346.81
996,01-18-2024,7,88,90,28,20.0,1977.76
997,03-06-2024,23,118,12,55,0.0,182.42
998,15/10/2023,12,14,2,14,120.0,1403.88
999,03-10-2022,5,163,52,75,,1697.46
1000,05-05-2024,9,14,10,57,10.0,566.75
1001,07/03/2022,17,187,6,82,0.0,1081.29
1002,2023-05-26,17,194,49,66,,1701.49
1003,2024-05-23,7,55,95,65,120.0,62.98
1004,08/08/2024,22,79,79,35,,959.84
1005,07-29-2022,7,4,72,68,5.0,1195.38
1006,18/10/2022,15,172,53,38,20.0,1021.98
1007,02-03-2022,8,5,67,15,-5.0,796.69
1008,07-30-2024,23,168,62,86,999.0,1753.02
1009,16/03/2023,4,178,31,51,10.0,902.87
1010,08/09/2022,1,169,87,79,5.0,960.66
1011,14/03/2024,2,9,54,87,15.0,
1012,2023-05-23,8,186,26,10,20.0,1850.97
1013,01-24-2023,8,33,43,76,-5.0,1778.71
1014,30/09/2024,21,164,38,83,10.0,328.78
1015,19/03/2022,17,145,92,89,,
1016,15/09/2022,4,165,64,32,120.0,757.34
1017,05-22-2022,9,148,41,41,999.0,1037.57
1018,24/06/2024,8,32,14,29,999.0,1516.38
1019,16/08/2024,22,8,19,59,5.0,1490.0
1020,06/10/2022,6,39,25,82,120.0,1305.08
1021,17/01/2024,11,85,32,80,120.0,972.66
1022,06-19-2022,6,144,89,6,10.0,411.02
1023,2023-02-14,6,184,72,53,5.0,1839.29
1024,04-20-2024,1,138,99,37,999.0,818.52
1025,11/12/2023,1,189,48,69,,997.41
1026,2024-02-17,11,183,16,35,999.0,1740.69
1027,18/03/2023,17,179,80,40,10.0,1369.78
1028,2022-02-16,17,9,19,42,15.0,1791.16
1029,2023-07-07,21,168,79,35,120.0,1625.94
1030,22/02/2024,22,51,99,22,0.0,219.68
1031,2023-11-23,15,110,54,16,-5.0,1802.81
1032,02-18-2023,22,127,68,49,-5.0,827.42
1033,2024-11-12,6,169,80,86,0.0,
1034,08-14-2023,10,100,71,30,0.0,
1035,07-20-2022,4,128,93,24,120.0,563.13
1036,2023-03-03,17,43,59,58,-5.0,1481.51
1037,08-16-2024,3,60,86,69,,1922.18
1038,24/12/2023,23,181,21,6,999.0,33.4
1039,06-04-2023,21,8,37,68,0.0,758.41
1040,04-03-2023,23,76,20,19,10.0,1222.89
1041,03/03/2024,14,28,19,81,15.0,233.89
1042,05/08/2024,21,164,65,69,,1808.07
1043,07-25-2024,22,195,9,79,20.0,
1044,05-26-2022,7,5,52,46,10.0,1006.14
1045,05-26-2023,9,54,43,58,5.0,333.34
1046,2023-03-05,23,116,9,7,5.0,788.43
1047,2022-09-26,1,89,50,40,120.0,
1048,22/10/2024,22,59,37,53,-5.0,1448.52
1049,05-26-2022,12,17,17,49,120.0,1504.09
1050,2024-01-04,5,45,84,14,15.0,1478.55
1051,2023-01-09,6,23,69,84,,213.81
1052,23/11/2023,12,193,27,10,999.0,1412.67
1053,2023-12-24,17,76,64,66,0.0,805.52
1054,16/04/2024,19,196,71,16,-5.0,502.44
1055,08-12-2022,12,50,51,90,0.0,667.72
1056,04-13-2022,14,117,68,49,999.0,1036.22
1057,2023-03-02,11,36,31,74,0.0,104.69
1058,01-04-2023,16,71,56,7,120.0,1047.32
1059,11-15-2024,12,167,36,36,120.0,127.89
1060,2022-05-04,9,134,61,20,-5.0,
1061,17/09/2022,15,29,67,17,5.0,910.53
1062,2022-04-04,10,164,63,41,999.0,1973.43
1063,06-27-2022,9,48,45,21,,469.43
1064,2022-07-19,12,129,51,11,,27.8
1065,09-20-2023,25,190,19,49,20.0,31.07
1066,01-16-2023,15,119,74,11,999.0,493.2
1067,23/12/2022,25,146,42,9,,
1068,13/09/2023,3,117,90,18,10.0,540.32
1069,2022-06-26,4,21,81,46,120.0,946.54
1070,29/06/2024,14,157,31,31,-5.0,129.84
1071,31/03/2023,2,57,5,6,15.0,1277.43
1072,2024-08-03,17,26,13,12,-5.0,483.2
1073,2022-03-07,13,88,27,67,120.0,217.92
1074,2022-06-20,11,193,97,52,120.0,391.71
1075,2023-01-20,17,107,99,19,999.0,67.75
1076,2023-04-30,10,48,46,7,999.0,
1077,06/12/2024,25,58,89,69,999.0,1534.91
1078,03-28-2024,12,61,25,78,15.0,1390.81
1079,24/11/2024,15,11,83,69,-5.0,1796.44
1080,02-15-2023,1,17,5,51,10.0,457.48
1081,2024-05-22,11,137,32,23,20.0,201.05
1082,2024-06-20,1,44,78,71,5.0,1771.66
1083,09-18-2023,4,31,33,23,5.0,1099.93
1084,12-15-2023,22,188,25,78,10.0,844.3
1085,22/01/2024,13,184,42,54,10.0,1076.75
1086,2022-04-14,15,107,49,60,15.0,950.07
1087,04-22-2024,4,178,30,9,10.0,1970.69
1088,11-10-2024,17,24,100,26,0.0,
1089,2023-02-09,22,161,63,55,,1433.99
1090,06-19-2024,15,155,18,37,5.0,
1091,2022-11-17,25,157,13,42,5.0,1581.22
1092,07/11/2024,19,75,38,6,10.0,1716.66
1093,03-09-2024,10,1,43,89,0.0,
1094,13/06/2022,25,200,8,75,-5.0,1703.36
1095,11/07/2023,13,137,92,57,5.0,1941.99
1096,02/08/2024,16,107,57,8,20.0,
1097,12-25-2024,9,122,22,33,-5.0,142.63
1098,24/11/2022,6,35,63,85,-5.0,
1099,09/11/2022,8,99,61,39,999.0,1399.71
1100,08/01/2024,5,35,94,8,20.0,
1101,2024-02-03,4,65,53,19,10.0,
1102,19/05/2024,19,9,2,9,5.0,
1103,2022-08-28,23,130,63,88,15.0,1464.72
1104,14/03/2023,5,102,49,54,120.0,1513.1
1105,2024-07-10,15,100,75,10,15.0,1441.38
1106,04-25-2024,15,191,7,21,999.0,1303.15
1107,19/05/2023,4,147,33,64,5.0,
1108,09-30-2024,25,69,48,14,20.0,
1109,07-30-2023,7,73,70,66,10.0,1274.73
1110,11-17-2024,9,49,43,17,-5.0,262.83
1111,2023-09-07,17,30,17,64,0.0,885.98
1112,02/06/2022,4,166,76,72,5.0,1770.91
1113,06-01-2022,8,6,47,73,-5.0,1756.19
1114,2022-05-12,24,108,92,71,,1672.12
1115,2023-11-26,15,37,99,15,10.0,
